순번,관할시군,운행업체명,노선번호,노선ID,기점,기점정류장ID,종점,종점정류장ID,저상버스운행유무,데이터기준일자
6068,광주시,대원고속,38-53,234001575,광주시축협,234000269,팔당댐.배알미,227000042,N,20230221
6069,광주시,경기고속,17-1A,234001578,광주차고지,234000600,숭신여자중고교.래미안금광아파트,205000068,N,20230221
6070,광주시,대원고속,45261,234001582,이천터미널,230000205,청강문화산업대,230000224,N,20230221
6071,광주시,대원고속,45262,234001583,이천터미널,230000205,청강문화산업대,230000224,N,20230221
6072,광주시,대원고속,45263,234001584,이천터미널,230000205,청강문화산업대,230000224,N,20230221
6073,광주시,대원고속,901,234001587,세종여주병원,237000328,여주역,237001007,Y,20230221
6074,광주시,경기고속,902,234001588,여주역,237001007,프레미엄아울렛,237001218,N,20230221
6075,광주시,경기고속,44948,234001590,출발(경유),277102748,직동,234000447,N,20230221
6076,광주시,대원고속,14185,234001592,퇴촌농협,234000164,천진암,234000153,N,20230221
6077,광주시,대원고속,44949,234001593,광주하남교육청,234000466,광주시축협,234000269,N,20230221
6078,광주시,대원고속,38-85,234001594,퇴촌농협,234000164,구룡동앞,234000885,N,20230221
6079,광주시,대원고속,35-31,234001595,광주시축협,234000269,보건소.공설운동장,234000259,N,20230221
6080,광주시,대원고속,35-33,234001596,광주시축협,234000269,삼동종점,234000951,N,20230221
6081,광주시,대원고속,903,234001597,여주역,237001007,이편한세상아파트,237001436,Y,20230221
6082,광주시,대원고속,950-1,234001603,여주역,237001007,내양1리종점,237000348,N,20230221
6083,광주시,대원고속,500-1A,234001609,동원대학교,234000604,잠실광역환승센터,123000611,N,20230221
6084,광주시,경기고속,3,234001618,광주차고지,234000600,태전동쌍용아파트,234001197,N,20230221
6085,광주시,경기고속,37-21,234001620,곤지암터미널,234000943,마장중학교,230000122,N,20230221
6187,광주시,광주-광주도시관리공사,광주9,241229009,곤지암생활체육공원,234001244,화담숲,234001239,N,20230221
6188,광주시,광주-광주도시관리공사,광주10,241229010,곤지암생활체육공원,234001244,e편안세상아파트,234001027,N,20230221
6189,광주시,광주-광주도시관리공사,광주11,241229011,광주시차량등록사업소,234000733,행복한어린이집,234001235,N,20230221
6190,광주시,광주-광주도시관리공사,광주12,241229012,광주시차량등록사업소,234000733,천진암,234000153,N,20230221
6191,광주시,광주-광주도시관리공사,광주14,241229014,광주시차량등록사업소,234000733,매산1리.부대앞,234000978,N,20230221
6192,구리시,경기여객,78,207000080,갈매역,221000217,강변역(B),104000280,N,20230221
6193,구리시,경기여객,75,221000032,갈매역,221000217,석계역1번출구A,110000183,N,20230221
6194,구리시,경기여객,1680,221000033,갈매역,221000217,잠실광역환승센터,123000611,N,20230221
6195,구리시,경기여객,27395,221000034,갈매역,221000217,지하철6호선화랑대역,106000200,N,20230221
6196,구리시,경기여객,G1690,221000035,갈매역,221000217,잠실광역환승센터,123000611,N,20230221
6197,구리시,경기여객,93,222000026,대성리,239000682,강변역(A),104000183,N,20230221
6198,구리시,경기여객,51,222000050,센트럴.한화아파트,222001608,경동시장앞,105000081,N,20230221
6199,구리시,경기여객,95,222000052,다산차고지,222001920,강변역(B),104000280,Y,20230221
6200,구리시,경기여객,96,234000029,다산차고지,222001920,강변역(B),104000280,N,20230221
6201,구리시,경기여객,1115-6,234000031,농수산물시장,221000264,잠실광역환승센터,123000611,N,20230221
6202,구리시,경기여객,15,234000035,연대농장입구.도곡리종점,222000267,강변역(A),104000183,N,20230221
6203,구리시,경기여객,1650,234000050,구리수택차고지,221000046,안양역,208000069,N,20230221
6204,구리시,경기여객,92,234000058,광릉내,222001122,강변역(B),104000280,N,20230221
6205,구리시,구리-경기여객,7,241241001,구종점,221000041,구리역.롯데백화점,221000303,N,20230221
6206,구리시,구리-구일교통,6,241338001,한진그랑빌아파트후문,221000321,구리타워,221000290,N,20230221
6207,구리시,구리-구일교통,45078,241338002,한진그랑빌아파트후문,221000321,신명.동양아파트.목양교회,221000276,N,20230221
6208,구리시,구리-구일교통,45079,241338003,딸기원서문,221000061,구리역.롯데백화점,221000303,N,20230221
6209,구리시,구리-미래교통,2,241339001,LG원앙.한성아파트,221000102,갈매역,221000154,N,20230221
6210,구리시,구리-미래교통,44959,241339004,구리역.롯데백화점,221000304,삼육대앞,110000055,N,20230221
6211,구리시,구리-미래교통,45108,241339005,수택고등학교정문,221000310,구리역.롯데백화점,221000303,N,20230221
6212,구리시,구리-행복운수,5,241340001,아름마을삼성아파트,221000282,돌섬마을,221000312,N,20230221
6213,구리시,구리-행복운수,45047,241340004,아름인창래미안아파트5단지,221000034,새음교회,221000358,N,20230221
6214,구리시,구리-행복운수,8,241340005,개나리아파트,221000281,토평도서관.e편한세상아파트,221000040,N,20230221
6215,군포시,보영운수,3030,208000027,군포보건소,225000010,신사역8번출구.가로수길,122000008,N,20230221
6216,군포시,군포여객,100,225000004,초막골공원,225000422,의왕역2번출구,226000080,Y,20230221
6217,군포시,군포여객,100-1,225000005,납덕골,225000289,의왕역2번출구,226000080,Y,20230221
6218,군포시,산본여객,31,225000006,부곡버스공영차고지,225000194,산본2동행정복지센터,225000071,Y,20230221
6219,군포시,산본여객,30,225000009,군포복합화물터미널,225000257,금정역,225000115,Y,20230221
6220,군포시,산본여객,32A,225000010,군포복합화물터미널,225000257,금정역,225000115,Y,20230221
6221,군포시,산본여객,32B,225000011,군포복합화물터미널,225000257,은혜공원,225000343,Y,20230221
6222,군포시,경기고속,6501,234001163,부곡공영차고지(경유),277102715,강남역우리은행,121000974,N,20230221
6223,군포시,군포-오성교통,5,241381001,당정역,225000313,한라2차아파트입구,225000140,N,20230221
6224,군포시,군포-오성교통,10,241381002,대원칸타빌,225000316,당정역,225000312,N,20230221
6225,군포시,군포-오성교통,11,241381003,한우물근린공원,225000456,군포초등학교,225000042,N,20230221
6226,군포시,군포-군포운수,9,241382001,기점대기(경유),277102530,금정역,225000007,N,20230221
6227,군포시,군포-군포운수,1,241382002,5단지가야아파트,225000403,금정역,225000011,N,20230221
6228,군포시,군포-군포운수,6,241382003,현대아이파크,225000306,금정역,225000007,N,20230221
6229,군포시,군포-군포운수,45078,241382004,둔터.반월호수,225000292,군포시청.산본역,225000089,N,20230221
6230,군포시,군포-군포운수,7,241382005,대야미역,225000188,군포시청.산본역,225000116,N,20230221
6231,군포시,군포-군포운수,44928,241382006,대야미역,225000198,군포부곡도서관,225000231,N,20230221
6232,군포시,군포-군포운수,44927,241382008,군포보건소,225000192,군포공영차고지,225000181,N,20230221
6233,군포시,군포-사랑교통,3,241383001,당정역,225000234,금정역,225000007,N,20230221
6234,군포시,군포-사랑교통,44986,241383002,당정역,225000234,금강아파트,225000084,N,20230221
6332,광주시,경기고속,12420,234000824,출발(경유),277102748,광주공원앞,234000923,N,20230221
6333,광주시,경기고속,12086,234000829,출발(경유),277102748,삼동종점,234000951,N,20230221
6334,광주시,경기고속,44943,234000849,광주차고지,234000600,숭신여자중고교.래미안금광아파트,205000068,N,20230221
6335,광주시,경기고속,11355,234000850,경기광주역,234001173,모란역6.7번출구,205000020,N,20230221
6336,광주시,경기고속,988-3,234000860,여주역,237001007,양동역,240001061,N,20230221
6337,광주시,경기고속,988-2,234000861,여주역,237001007,양동역,240001061,N,20230221
6338,광주시,경기고속,989-3,234000862,여주역,237001007,양동역,240001061,N,20230221
6339,광주시,경기고속,14093,234000901,광주시축협,234000269,항금리.문화마을,240000421,N,20230221
6340,광주시,경기고속,35-32,234000929,광주터미널입구(경유),277101717,선동리.미니마트,234000115,N,20230221
6341,광주시,대원고속,38-51,234000956,광주시축협,234000269,팔당댐.배알미,227000042,N,20230221
6342,광주시,경기고속,44947,234000960,광주하남교육청,234000466,직동,234000447,N,20230221
6343,광주시,경기고속,14246,234000996,동원대학교,234000604,곤지암읍행정복지센터,234001076,N,20230221
6344,광주시,경기고속,114-1,234000997,곤지암터미널,234000910,터미널신둔홈,230000251,N,20230221
6345,광주시,경기고속,13332,234000998,곤지암터미널,234000910,부항2리종점,234000875,N,20230221
6346,광주시,경기고속,14397,234001001,곤지암터미널,234000943,도척성당,234000808,N,20230221
6347,광주시,경기고속,13547,234001003,곤지암터미널,234000943,마장우체국,230001280,N,20230221
6348,광주시,경기고속,13575,234001007,곤지암터미널,234000943,추곡리종점,234000785,N,20230221
6349,광주시,경기고속,37-32,234001008,곤지암터미널,234000943,추곡리종점,234000785,N,20230221
6350,광주시,경기고속,14336,234001009,곤지암터미널,234000943,방도2리회관,234000788,N,20230221
6351,광주시,경기고속,13394,234001010,곤지암터미널,234000910,만선삼거리,234000220,N,20230221
6352,광주시,경기고속,13302,234001011,곤지암터미널,234000910,중열미종점,234000780,N,20230221
6353,광주시,경기고속,14366,234001012,곤지암터미널,234000943,방도2리회관,234000788,N,20230221
6354,광주시,경기고속,14427,234001013,곤지암터미널,234000943,도척성당,234000808,N,20230221
6355,광주시,경기고속,13424,234001014,건업리마을회관,234001157,곤지향어울림마당,234000977,N,20230221
6356,광주시,대원고속,38-22,234001015,퇴촌농협,234000141,수청1리,234000606,N,20230221
6357,광주시,경기고속,38-23,234001016,퇴촌농협,234000141,수청1리,234000606,N,20230221
6358,광주시,경기고속,38-21,234001017,광주시축협,234000269,수청1리,234000606,N,20230221
6359,광주시,대원고속,13881,234001018,광주시축협,234000269,천진암,234000153,N,20230221
6360,광주시,경기고속,14215,234001019,퇴촌농협,234000164,천진암,234000153,N,20230221
6361,광주시,경기고속,38-42,234001021,경기광주역,234001173,퇴촌농협,234000164,N,20230221
6362,광주시,경기고속,38-81,234001022,도수교,234000665,항금리.문화마을,240000421,N,20230221
6363,광주시,경기고속,38-82,234001023,도수교,234000665,항금리.문화마을,240000421,N,20230221
6364,광주시,경기고속,35-35,234001025,광주대로(경유),277101685,초월초등학교,234000107,N,20230221
6365,광주시,경기고속,38-14,234001027,천진암,234000153,광주크리닉센터,234001063,N,20230221
6366,광주시,경기고속,12816,234001028,보건소.공설운동장,234000259,무갑리,234000091,N,20230221
6367,광주시,경기고속,35-21,234001029,경기광주역,234001173,무갑리,234000091,N,20230221
6368,광주시,경기고속,35,234001030,보건소.공설운동장,234000259,현산마을,234001032,N,20230221
6369,광주시,경기고속,35-36,234001034,광주터미널입구(경유),277101717,금강아파트,234000187,N,20230221
6370,광주시,대원고속,34,234001040,보건소.공설운동장,234000259,봉골종점,234001038,N,20230221
6371,광주시,경기고속,13271,234001042,곤지암터미널,234000910,안성골,234000772,N,20230221
6372,광주시,경기고속,36-51,234001043,곤지암터미널,234000910,장심리종점,234000767,N,20230221
6373,광주시,경기고속,37-31,234001044,곤지암터미널,234000943,추곡리종점,234000785,N,20230221
6374,광주시,경기고속,945,234001046,곤지암역,234001162,양평터미널,240000072,N,20230221
6375,광주시,경기고속,946,234001047,곤지암역,234001162,양평터미널,240000072,N,20230221
6376,광주시,대원고속,34-13,234001051,광주공원앞,234000724,보건소.공설운동장,234000258,N,20230221
6377,광주시,경기고속,14277,234001056,곤지암터미널,234000943,신대리입구,234001129,N,20230221
6378,광주시,경기고속,14458,234001057,곤지암터미널,234000943,도척성당,234000808,N,20230221
6379,광주시,경기고속,13363,234001059,곤지암터미널,234000910,삼합리.고개,234001192,N,20230221
